id_client;sexe;tranche_age;enfant_conduit_accompagne;Enfants ;revenus;tranche_tarifs;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule
374;M;[0-20];non;non;0;[200,400];Private;Sports Car;no;0;10.0;Highly Urban/ Urban;13/04/2022 11:26;complet;dev_integral
375;M;[40-60];non;non;[10K,40K];[200,400];Commercial;Panel Truck;no;0;1.0;z_Highly Rural/ Rural;13/04/2022 06:30;complet;dev_express
376;F;[0-20];non;oui;[40K,80K];[400,600];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;13/04/2022 06:07;complet;dev_premium
377;M;[40-60];non;non;[10K,40K];[400,600];Private;Minivan;no;0;15.0;Highly Urban/ Urban;13/04/2022 05:45;complet;dev_premium
378;M;[60-80];non;non;0;[200,400];Private;Minivan;yes;1;;z_Highly Rural/ Rural;13/04/2022 00:52;complet;dev_express
379;M;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;yes;2;12.0;Highly Urban/ Urban;12/04/2022 15:22;complet;dev_integral
380;M;[40-60];non;oui;[40K,80K];[200,400];Private;z_SUV;no;2;1.0;Highly Urban/ Urban;12/04/2022 12:00;complet;dev_express
381;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Panel Truck;yes;0;16.0;Highly Urban/ Urban;12/04/2022 05:10;complet;dev_express
382;M;[20-40];oui;oui;0;[400,600];Private;z_SUV;no;4;11.0;z_Highly Rural/ Rural;12/04/2022 03:39;complet;dev_vip
383;F;[40-60];non;non;[100K,400K];[200,400];Private;z_SUV;no;0;15.0;Highly Urban/ Urban;12/04/2022 01:20;complet;dev_integral
384;F;[20-40];non;non;[40K,80K];[200,400];Commercial;Sports Car;no;3;9.0;Highly Urban/ Urban;12/04/2022 01:15;complet;dev_integral
385;M;[20-40];non;non;[100K,400K];[200,400];Commercial;Panel Truck;yes;0;18.0;Highly Urban/ Urban;12/04/2022 00:22;complet;dev_integral
386;M;[0-20];non;oui;[40K,80K];[200,400];Private;Minivan;no;0;;Highly Urban/ Urban;11/04/2022 23:33;complet;dev_integral
387;F;[0-20];non;oui;[80K,100K];[200,400];Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;11/04/2022 21:52;complet;dev_integral
388;M;[60-80];non;non;[10K,40K];[200,400];Commercial;Minivan;no;3;5.0;Highly Urban/ Urban;11/04/2022 20:56;complet;dev_integral
389;F;[0-20];non;non;[40K,80K];[200,400];Commercial;Minivan;no;5;8.0;z_Highly Rural/ Rural;11/04/2022 14:51;complet;dev_express
390;M;[60-80];non;non;[80K,100K];[200,400];Commercial;Minivan;yes;11;7.0;Highly Urban/ Urban;11/04/2022 13:58;complet;dev_express
391;F;[0-20];non;non;[40K,80K];[200,400];Commercial;Van;no;8;11.0;Highly Urban/ Urban;11/04/2022 13:50;complet;dev_integral
392;F;[0-20];oui;oui;[40K,80K];[200,400];Commercial;Minivan;yes;0;10.0;Highly Urban/ Urban;11/04/2022 11:41;complet;dev_integral
393;F;[40-60];oui;oui;[100K,400K];[200,400];Private;z_SUV;no;0;12.0;Highly Urban/ Urban;11/04/2022 10:47;complet;dev_integral
394;M;[40-60];oui;oui;[100K,400K];[200,400];Commercial;Pickup;yes;4;18.0;Highly Urban/ Urban;11/04/2022 09:32;complet;dev_integral
395;F;[40-60];non;non;[40K,80K];[200,400];Commercial;Minivan;no;4;13.0;Highly Urban/ Urban;11/04/2022 05:16;complet;dev_integral
396;F;[60-80];non;oui;[10K,40K];[200,400];Private;z_SUV;no;2;7.0;z_Highly Rural/ Rural;11/04/2022 02:23;complet;dev_integral
397;M;[20-40];oui;oui;[40K,80K];[400,600];Commercial;z_SUV;no;6;5.0;Highly Urban/ Urban;10/04/2022 22:38;complet;dev_premium
398;M;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;yes;2;14.0;Highly Urban/ Urban;10/04/2022 20:24;complet;dev_integral
399;M;[0-20];non;non;[40K,80K];[200,400];Commercial;Sports Car;no;1;11.0;Highly Urban/ Urban;09/04/2022 21:55;complet;dev_integral
400;M;[40-60];non;oui;[10K,40K];[200,400];Commercial;Van;yes;0;7.0;z_Highly Rural/ Rural;09/04/2022 20:12;complet;dev_integral
401;F;[0-20];non;oui;[40K,80K];[200,400];Private;Minivan;no;0;7.0;Highly Urban/ Urban;09/04/2022 17:13;complet;dev_integral
402;F;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;22.0;Highly Urban/ Urban;09/04/2022 17:10;complet;dev_integral
403;F;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;no;2;1.0;Highly Urban/ Urban;09/04/2022 15:27;complet;dev_integral
404;M;[20-40];non;oui;[10K,40K];[200,400];Commercial;Minivan;yes;6;5.0;z_Highly Rural/ Rural;09/04/2022 11:49;complet;dev_integral
405;M;[0-20];oui;oui;[80K,100K];[400,600];Commercial;Van;yes;0;14.0;Highly Urban/ Urban;09/04/2022 10:34;complet;dev_premium
406;M;[20-40];non;non;[100K,400K];[200,400];Private;Van;yes;4;1.0;Highly Urban/ Urban;09/04/2022 07:59;complet;dev_express
407;M;[60-80];oui;oui;[40K,80K];[400,600];Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;09/04/2022 06:44;complet;dev_premium
408;M;[0-20];oui;oui;0;[200,400];Commercial;Pickup;yes;2;1.0;Highly Urban/ Urban;09/04/2022 00:17;complet;dev_express
409;M;[40-60];non;oui;0;[200,400];Private;Pickup;yes;3;9.0;Highly Urban/ Urban;08/04/2022 22:16;complet;dev_express
410;F;[60-80];non;oui;[10K,40K];[200,400];Private;Sports Car;no;5;4.0;Highly Urban/ Urban;08/04/2022 21:31;complet;dev_express
411;F;[0-20];oui;oui;[40K,80K];[200,400];Private;z_SUV;no;0;9.0;Highly Urban/ Urban;08/04/2022 14:50;complet;dev_integral
412;F;[80-100];non;non;[100K,400K];[400,600];Commercial;z_SUV;no;4;10.0;Highly Urban/ Urban;08/04/2022 12:44;complet;dev_premium
413;M;[40-60];oui;oui;[80K,100K];[200,400];Commercial;Minivan;yes;0;6.0;Highly Urban/ Urban;08/04/2022 12:42;complet;dev_integral
414;F;[20-40];non;non;[80K,100K];[200,400];Private;Minivan;yes;1;12.0;Highly Urban/ Urban;08/04/2022 12:32;complet;dev_integral
415;M;[20-40];oui;oui;[100K,400K];[200,400];Private;z_SUV;no;4;15.0;Highly Urban/ Urban;08/04/2022 10:46;complet;dev_integral
416;F;[40-60];oui;oui;0;[200,400];Private;Minivan;no;1;1.0;Highly Urban/ Urban;08/04/2022 07:47;complet;dev_express
417;M;[20-40];non;non;[40K,80K];[400,600];Private;Minivan;no;0;10.0;Highly Urban/ Urban;08/04/2022 06:36;complet;dev_premium
418;F;[60-80];non;non;[40K,80K];[200,400];Commercial;Minivan;no;0;1.0;z_Highly Rural/ Rural;08/04/2022 06:27;complet;dev_premium
419;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Minivan;no;7;10.0;Highly Urban/ Urban;08/04/2022 04:34;complet;dev_express
420;M;[20-40];non;non;[10K,40K];[200,400];Private;Pickup;yes;0;10.0;Highly Urban/ Urban;08/04/2022 01:47;complet;dev_integral
421;M;[40-60];non;oui;[40K,80K];[200,400];Private;Minivan;yes;1;13.0;Highly Urban/ Urban;08/04/2022 01:19;complet;dev_express
422;M;[0-20];non;oui;[80K,100K];[200,400];Private;z_SUV;no;0;14.0;Highly Urban/ Urban;08/04/2022 00:39;complet;dev_integral
423;M;[40-60];non;non;0;[200,400];Private;Sports Car;no;1;8.0;Highly Urban/ Urban;07/04/2022 23:39;complet;dev_premium
424;M;[0-20];non;non;[100K,400K];[200,400];Private;Van;yes;0;18.0;Highly Urban/ Urban;07/04/2022 19:50;complet;dev_integral
425;M;[40-60];non;non;[40K,80K];[400,600];Commercial;Van;yes;0;13.0;Highly Urban/ Urban;07/04/2022 18:39;complet;dev_premium
426;M;[0-20];non;non;[100K,400K];[200,400];Commercial;Panel Truck;no;0;5.0;Highly Urban/ Urban;07/04/2022 15:44;complet;dev_integral
427;M;[60-80];oui;oui;[10K,40K];[200,400];Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;07/04/2022 11:09;complet;dev_integral
428;F;[40-60];non;oui;[40K,80K];[200,400];Commercial;Pickup;no;0;6.0;z_Highly Rural/ Rural;07/04/2022 03:39;complet;dev_integral
429;F;[60-80];non;oui;[40K,80K];[200,400];Private;Sports Car;no;3;7.0;Highly Urban/ Urban;07/04/2022 02:19;complet;dev_premium
430;M;[60-80];non;oui;[10K,40K];[200,400];Commercial;Minivan;yes;6;10.0;Highly Urban/ Urban;06/04/2022 17:34;complet;dev_integral
431;F;[20-40];non;non;[10K,40K];[200,400];Private;Minivan;no;0;7.0;Highly Urban/ Urban;06/04/2022 16:10;complet;dev_integral
432;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Van;yes;2;1.0;Highly Urban/ Urban;06/04/2022 11:25;complet;dev_integral
433;F;[0-20];non;oui;[80K,100K];[200,400];Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;06/04/2022 01:42;complet;dev_integral
434;F;[80-100];non;non;[80K,100K];[400,600];Private;Pickup;no;0;;Highly Urban/ Urban;05/04/2022 17:32;complet;dev_premium
435;M;[40-60];non;non;[80K,100K];[400,600];Commercial;z_SUV;no;1;7.0;z_Highly Rural/ Rural;05/04/2022 14:33;complet;dev_premium
436;M;[0-20];non;non;[80K,100K];[200,400];Private;Minivan;yes;2;9.0;Highly Urban/ Urban;05/04/2022 09:02;complet;dev_integral
437;M;[60-80];non;oui;0;[200,400];Private;z_SUV;no;1;1.0;Highly Urban/ Urban;05/04/2022 02:47;complet;dev_express
438;F;[60-80];non;non;[100K,400K];[200,400];Commercial;Pickup;yes;3;1.0;Highly Urban/ Urban;05/04/2022 00:30;complet;dev_integral
439;M;[40-60];non;non;0;[200,400];Private;Minivan;yes;3;1.0;Highly Urban/ Urban;05/04/2022 00:02;complet;dev_integral
440;M;[0-20];non;non;[100K,400K];[200,400];Private;Sports Car;yes;0;;Highly Urban/ Urban;04/04/2022 23:29;complet;dev_integral
441;M;[20-40];non;non;[40K,80K];[400,600];Commercial;Sports Car;no;1;;Highly Urban/ Urban;04/04/2022 21:37;complet;dev_premium
442;M;[20-40];non;oui;[100K,400K];[200,400];Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;04/04/2022 21:09;complet;dev_integral
443;M;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;no;0;21.0;Highly Urban/ Urban;04/04/2022 15:50;complet;dev_express
444;M;[60-80];non;non;[40K,80K];[400,600];Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;04/04/2022 10:38;complet;dev_premium
445;F;[60-80];oui;oui;[10K,40K];[200,400];Private;Sports Car;no;4;4.0;Highly Urban/ Urban;04/04/2022 10:25;complet;dev_express
446;M;[80-100];non;oui;[40K,80K];[200,400];Commercial;Panel Truck;yes;2;8.0;Highly Urban/ Urban;04/04/2022 09:50;complet;dev_integral
447;M;[60-80];non;oui;[10K,40K];[200,400];Private;z_SUV;yes;2;13.0;Highly Urban/ Urban;04/04/2022 09:48;complet;dev_express
448;F;[20-40];non;non;[10K,40K];[200,400];Private;Minivan;no;0;1.0;Highly Urban/ Urban;04/04/2022 05:24;complet;dev_express
449;F;[0-20];non;non;[80K,100K];[200,400];Commercial;Panel Truck;yes;0;10.0;Highly Urban/ Urban;04/04/2022 00:54;complet;dev_express
450;F;[40-60];non;oui;[10K,40K];[200,400];Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;03/04/2022 22:13;complet;dev_integral
451;F;[40-60];non;non;0;[200,400];Private;z_SUV;no;0;12.0;Highly Urban/ Urban;03/04/2022 21:09;complet;dev_integral
452;F;[40-60];non;non;[80K,100K];[200,400];Commercial;Panel Truck;yes;0;16.0;z_Highly Rural/ Rural;03/04/2022 15:51;complet;dev_integral
453;F;[20-40];oui;oui;[40K,80K];[200,400];Private;Van;yes;1;1.0;z_Highly Rural/ Rural;03/04/2022 12:30;complet;dev_integral
454;M;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;no;4;8.0;Highly Urban/ Urban;03/04/2022 10:24;complet;dev_integral
455;M;[0-20];non;non;0;[200,400];Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;03/04/2022 06:29;complet;dev_express
456;F;[60-80];non;non;[40K,80K];[200,400];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;03/04/2022 06:07;complet;dev_integral
457;F;[60-80];non;oui;[40K,80K];[200,400];Private;Minivan;no;0;14.0;Highly Urban/ Urban;03/04/2022 03:15;complet;dev_integral
458;F;[20-40];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;9.0;Highly Urban/ Urban;03/04/2022 02:20;complet;dev_integral
459;F;[60-80];non;non;[10K,40K];[200,400];Commercial;Pickup;no;1;4.0;Highly Urban/ Urban;03/04/2022 02:13;complet;dev_premium
460;M;[20-40];non;non;[80K,100K];[200,400];Private;Minivan;no;0;8.0;Highly Urban/ Urban;02/04/2022 23:05;complet;dev_integral
461;M;[60-80];non;oui;[40K,80K];[200,400];Private;Pickup;no;1;1.0;z_Highly Rural/ Rural;02/04/2022 18:10;complet;dev_express
462;F;[0-20];non;non;[40K,80K];[400,600];Private;z_SUV;no;8;19.0;Highly Urban/ Urban;02/04/2022 14:20;complet;dev_premium
463;F;[40-60];non;non;0;[200,400];Private;Sports Car;no;1;8.0;z_Highly Rural/ Rural;02/04/2022 11:55;complet;dev_express
464;F;[40-60];oui;oui;[40K,80K];[400,600];Private;Pickup;yes;0;;Highly Urban/ Urban;02/04/2022 11:25;complet;dev_premium
465;M;[80-100];non;non;[1000,4000];[200,400];Private;Pickup;yes;4;1.0;Highly Urban/ Urban;02/04/2022 09:07;complet;dev_integral
466;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Van;yes;0;10.0;Highly Urban/ Urban;02/04/2022 07:37;complet;dev_express
467;M;[40-60];non;oui;[40K,80K];[200,400];Private;Sports Car;no;0;;Highly Urban/ Urban;02/04/2022 01:41;complet;dev_express
468;F;[60-80];non;non;[40K,80K];[200,400];Commercial;Panel Truck;yes;4;1.0;Highly Urban/ Urban;01/04/2022 19:14;complet;dev_express
469;M;[20-40];non;oui;0;[200,400];Private;z_SUV;no;1;8.0;z_Highly Rural/ Rural;01/04/2022 06:27;complet;dev_integral
470;F;[40-60];non;non;0;[200,400];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;01/04/2022 04:04;complet;dev_express
471;M;[0-20];oui;oui;0;[200,400];Commercial;Minivan;no;0;4.0;z_Highly Rural/ Rural;01/04/2022 01:13;complet;dev_integral
472;F;[80-100];oui;oui;0;[400,600];Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;31/03/2022 21:08;complet;dev_premium
473;M;[40-60];non;oui;[10K,40K];[200,400];Private;Sports Car;no;0;1.0;Highly Urban/ Urban;31/03/2022 19:33;complet;dev_integral
474;F;[20-40];non;non;[100K,400K];[400,600];Commercial;Panel Truck;no;0;15.0;Highly Urban/ Urban;31/03/2022 19:09;complet;dev_premium
475;F;[40-60];non;oui;[80K,100K];[200,400];Private;z_SUV;no;0;20.0;Highly Urban/ Urban;31/03/2022 08:06;complet;dev_express
476;F;[40-60];oui;oui;[80K,100K];[200,400];Private;Minivan;no;5;13.0;Highly Urban/ Urban;31/03/2022 06:34;complet;dev_premium
477;F;[40-60];non;non;[10K,40K];[200,400];Private;Pickup;no;0;;Highly Urban/ Urban;31/03/2022 03:07;complet;dev_express
478;M;[60-80];non;oui;[80K,100K];[200,400];Commercial;Minivan;no;3;9.0;z_Highly Rural/ Rural;30/03/2022 17:53;complet;dev_express
479;M;[40-60];oui;oui;[10K,40K];[400,600];Commercial;Minivan;no;0;5.0;Highly Urban/ Urban;30/03/2022 17:39;complet;dev_premium
480;F;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;no;0;13.0;Highly Urban/ Urban;30/03/2022 17:24;complet;dev_express
481;M;[80-100];oui;oui;[40K,80K];[200,400];Commercial;Pickup;no;1;7.0;Highly Urban/ Urban;30/03/2022 17:09;complet;dev_express
482;M;[60-80];non;non;[80K,100K];[200,400];Private;Pickup;yes;3;15.0;Highly Urban/ Urban;30/03/2022 15:14;complet;dev_integral
483;M;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;9.0;Highly Urban/ Urban;30/03/2022 13:20;complet;dev_express
484;M;[40-60];non;non;[100K,400K];[200,400];Commercial;Panel Truck;yes;1;9.0;Highly Urban/ Urban;30/03/2022 06:16;complet;dev_integral
485;M;[0-20];non;non;[10K,40K];[200,400];Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;30/03/2022 05:03;complet;dev_express
486;F;[60-80];non;non;[40K,80K];[200,400];Commercial;Minivan;no;1;1.0;z_Highly Rural/ Rural;30/03/2022 01:16;complet;dev_express
487;F;[60-80];non;oui;[10K,40K];[200,400];Private;Pickup;no;10;1.0;Highly Urban/ Urban;29/03/2022 15:07;complet;dev_express
488;M;[60-80];non;non;[4000,8000];[200,400];Private;Pickup;no;6;1.0;Highly Urban/ Urban;29/03/2022 12:51;complet;dev_express
489;M;[60-80];non;non;[10K,40K];[200,400];Private;Minivan;no;1;14.0;Highly Urban/ Urban;29/03/2022 10:10;complet;dev_integral
490;F;[80-100];non;non;[0,1000];[200,400];Commercial;Pickup;yes;0;11.0;Highly Urban/ Urban;29/03/2022 07:38;complet;dev_express
491;F;[60-80];non;non;[10K,40K];[200,400];Private;z_SUV;no;3;9.0;Highly Urban/ Urban;29/03/2022 05:23;complet;dev_integral
492;M;[80-100];non;non;0;[200,400];Private;z_SUV;no;1;9.0;z_Highly Rural/ Rural;29/03/2022 02:50;complet;dev_integral
493;F;[20-40];non;non;[10K,40K];[200,400];Commercial;Pickup;yes;7;1.0;Highly Urban/ Urban;28/03/2022 23:57;complet;dev_integral
494;M;[80-100];non;non;[10K,40K];[200,400];Commercial;z_SUV;no;4;9.0;Highly Urban/ Urban;28/03/2022 18:19;complet;dev_integral
495;F;[0-20];non;non;[40K,80K];[200,400];Private;Sports Car;no;0;12.0;z_Highly Rural/ Rural;28/03/2022 12:26;complet;dev_integral
496;F;[20-40];oui;oui;[100K,400K];[200,400];Commercial;Pickup;no;0;7.0;z_Highly Rural/ Rural;28/03/2022 12:11;complet;dev_integral
497;F;[0-20];non;oui;[10K,40K];[200,400];Private;Minivan;no;1;1.0;Highly Urban/ Urban;28/03/2022 10:41;complet;dev_premium
498;F;[40-60];non;non;[40K,80K];[200,400];Commercial;Panel Truck;yes;0;15.0;Highly Urban/ Urban;28/03/2022 01:51;complet;dev_express
499;M;[0-20];non;oui;[40K,80K];[400,600];Private;z_SUV;no;1;1.0;Highly Urban/ Urban;28/03/2022 01:18;complet;dev_premium
500;M;[0-20];non;non;[40K,80K];[200,400];Commercial;Panel Truck;yes;0;12.0;Highly Urban/ Urban;27/03/2022 20:38;complet;dev_premium
501;F;[40-60];non;non;[80K,100K];[200,400];Private;Minivan;no;0;1.0;Highly Urban/ Urban;27/03/2022 17:51;complet;dev_integral
502;F;[60-80];non;non;[10K,40K];[200,400];Commercial;Pickup;yes;2;11.0;z_Highly Rural/ Rural;27/03/2022 17:26;complet;dev_integral
503;M;[80-100];non;non;[10K,40K];[200,400];Private;Minivan;yes;0;17.0;z_Highly Rural/ Rural;27/03/2022 16:30;complet;dev_integral
504;M;[0-20];non;non;[40K,80K];[200,400];Commercial;Van;yes;2;15.0;Highly Urban/ Urban;27/03/2022 09:47;complet;dev_integral
505;M;[60-80];non;non;[80K,100K];[200,400];Private;Pickup;no;1;9.0;Highly Urban/ Urban;27/03/2022 09:37;complet;dev_express
506;M;[80-100];oui;oui;[10K,40K];[200,400];Private;Minivan;no;1;;Highly Urban/ Urban;27/03/2022 09:22;complet;dev_premium
507;F;[60-80];non;non;[40K,80K];[200,400];Commercial;Pickup;no;1;12.0;Highly Urban/ Urban;27/03/2022 09:03;complet;dev_integral
508;M;[60-80];non;oui;[10K,40K];[200,400];Commercial;Van;yes;2;1.0;Highly Urban/ Urban;27/03/2022 04:34;complet;dev_integral
509;F;[40-60];non;oui;[10K,40K];[200,400];Private;Pickup;yes;2;6.0;Highly Urban/ Urban;27/03/2022 02:40;complet;dev_express
510;F;[40-60];non;oui;[40K,80K];[200,400];Private;Minivan;no;0;;Highly Urban/ Urban;26/03/2022 22:33;complet;dev_premium
511;M;[40-60];non;non;[100K,400K];[200,400];Private;Sports Car;no;0;14.0;Highly Urban/ Urban;26/03/2022 22:33;complet;dev_express
512;M;[40-60];non;non;[100K,400K];[400,600];Private;z_SUV;no;2;;Highly Urban/ Urban;26/03/2022 19:37;complet;dev_premium
513;M;[0-20];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;2;10.0;z_Highly Rural/ Rural;26/03/2022 17:10;complet;dev_integral
514;M;[20-40];non;non;[10K,40K];[200,400];Commercial;z_SUV;yes;0;1.0;Highly Urban/ Urban;26/03/2022 15:22;complet;dev_express
515;F;[20-40];non;oui;0;[200,400];Private;z_SUV;no;8;1.0;Highly Urban/ Urban;26/03/2022 13:13;complet;dev_express
516;M;[80-100];non;non;0;[200,400];Commercial;Pickup;no;4;7.0;Highly Urban/ Urban;26/03/2022 11:54;complet;dev_integral
517;M;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;no;7;22.0;Highly Urban/ Urban;26/03/2022 09:04;complet;dev_integral
518;F;[40-60];non;non;0;[200,400];Commercial;Panel Truck;yes;1;10.0;Highly Urban/ Urban;26/03/2022 07:37;complet;dev_integral
519;F;[80-100];non;non;[10K,40K];[400,600];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;26/03/2022 06:02;complet;dev_premium
520;M;[0-20];non;non;[100K,400K];[200,400];Private;z_SUV;no;4;7.0;Highly Urban/ Urban;26/03/2022 03:48;complet;dev_integral
521;M;[20-40];non;non;[10K,40K];[200,400];Private;Minivan;no;1;4.0;Highly Urban/ Urban;25/03/2022 21:08;complet;dev_express
522;F;[20-40];non;non;[100K,400K];[200,400];Commercial;Panel Truck;yes;0;11.0;Highly Urban/ Urban;25/03/2022 13:33;complet;dev_express
523;M;[20-40];non;oui;0;[200,400];Commercial;Panel Truck;yes;0;14.0;Highly Urban/ Urban;25/03/2022 12:49;complet;dev_integral
524;F;[40-60];non;non;[40K,80K];[200,400];Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;25/03/2022 10:32;complet;dev_integral
525;M;[40-60];non;oui;[100K,400K];[200,400];Private;Minivan;yes;0;8.0;Highly Urban/ Urban;25/03/2022 07:11;complet;dev_integral
526;F;[60-80];non;oui;[40K,80K];[200,400];Commercial;Minivan;no;5;9.0;Highly Urban/ Urban;25/03/2022 02:23;complet;dev_integral
527;M;[60-80];non;oui;0;[200,400];Private;Sports Car;no;2;7.0;Highly Urban/ Urban;24/03/2022 21:00;complet;dev_express
528;F;[0-20];non;non;[10K,40K];[200,400];Commercial;Panel Truck;no;0;7.0;Highly Urban/ Urban;24/03/2022 18:04;complet;dev_integral
529;M;[80-100];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;24/03/2022 15:49;complet;dev_express
530;F;[20-40];non;oui;0;[200,400];Private;z_SUV;no;7;1.0;Highly Urban/ Urban;24/03/2022 15:19;complet;dev_integral
531;M;[40-60];oui;oui;[100K,400K];[200,400];Commercial;Van;yes;0;11.0;z_Highly Rural/ Rural;24/03/2022 05:03;complet;dev_integral
532;M;[80-100];non;oui;[80K,100K];[200,400];Commercial;Pickup;no;4;16.0;Highly Urban/ Urban;24/03/2022 03:47;complet;dev_integral
533;M;[0-20];non;non;[80K,100K];[200,400];Commercial;Van;no;7;10.0;Highly Urban/ Urban;24/03/2022 00:32;complet;dev_express
534;F;[40-60];non;non;[40K,80K];[800,1000];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;23/03/2022 22:44;complet;dev_vip
535;F;[20-40];non;oui;[40K,80K];[400,600];Private;z_SUV;no;2;15.0;z_Highly Rural/ Rural;23/03/2022 22:20;complet;dev_premium
536;F;[60-80];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;23/03/2022 18:01;complet;dev_integral
537;F;[40-60];non;non;[100K,400K];[200,400];Commercial;Panel Truck;yes;1;16.0;Highly Urban/ Urban;23/03/2022 16:17;complet;dev_express
538;F;[60-80];non;non;[80K,100K];[200,400];Private;Minivan;no;0;16.0;Highly Urban/ Urban;23/03/2022 15:45;complet;dev_integral
539;M;[60-80];non;oui;0;[200,400];Private;Minivan;yes;4;7.0;Highly Urban/ Urban;23/03/2022 15:44;complet;dev_integral
540;F;[60-80];non;non;[10K,40K];[200,400];Private;z_SUV;no;1;8.0;Highly Urban/ Urban;23/03/2022 14:10;complet;dev_integral
541;M;[60-80];non;non;[10K,40K];[200,400];Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;23/03/2022 12:55;complet;dev_integral
542;F;[60-80];non;oui;[40K,80K];[200,400];Commercial;Minivan;no;7;1.0;Highly Urban/ Urban;23/03/2022 12:28;complet;dev_integral
543;M;[80-100];non;oui;0;[400,600];Private;z_SUV;no;0;10.0;z_Highly Rural/ Rural;23/03/2022 10:29;complet;dev_premium
544;F;[60-80];non;non;[80K,100K];[200,400];Private;Van;no;4;11.0;Highly Urban/ Urban;23/03/2022 08:12;complet;dev_express
545;F;[60-80];non;non;[100K,400K];[200,400];Private;z_SUV;no;3;9.0;Highly Urban/ Urban;23/03/2022 06:12;complet;dev_express
546;M;[60-80];non;non;[10K,40K];[200,400];Private;Minivan;no;7;1.0;Highly Urban/ Urban;23/03/2022 01:48;complet;dev_express
547;M;[60-80];non;non;0;[600,800];Commercial;Panel Truck;no;2;12.0;Highly Urban/ Urban;23/03/2022 01:32;complet;dev_vip
548;M;[40-60];non;non;[40K,80K];[200,400];Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;23/03/2022 00:19;complet;dev_express
549;M;[60-80];non;non;[40K,80K];[200,400];Private;Pickup;no;0;16.0;Highly Urban/ Urban;22/03/2022 21:40;complet;dev_integral
550;M;[20-40];non;non;[40K,80K];[200,400];Private;z_SUV;no;0;18.0;Highly Urban/ Urban;22/03/2022 18:25;complet;dev_integral
551;M;[20-40];non;non;[40K,80K];[200,400];Commercial;Van;no;0;4.0;Highly Urban/ Urban;22/03/2022 17:53;complet;dev_express
552;M;[0-20];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;12.0;Highly Urban/ Urban;22/03/2022 17:47;complet;dev_integral
553;M;[60-80];non;oui;[100K,400K];[200,400];Commercial;Panel Truck;no;4;8.0;Highly Urban/ Urban;22/03/2022 14:39;complet;dev_express
554;F;[20-40];non;non;[40K,80K];[200,400];Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;22/03/2022 13:32;complet;dev_integral
555;F;[60-80];non;non;[100K,400K];[200,400];Private;Sports Car;no;4;21.0;Highly Urban/ Urban;22/03/2022 11:12;complet;dev_express
556;F;[60-80];non;oui;[40K,80K];[200,400];Commercial;Pickup;no;2;1.0;Highly Urban/ Urban;22/03/2022 09:48;complet;dev_express
557;F;[0-20];non;oui;[80K,100K];[200,400];Commercial;Van;no;1;7.0;Highly Urban/ Urban;22/03/2022 08:53;complet;dev_express
558;M;[0-20];non;non;[40K,80K];[200,400];Private;Pickup;no;0;8.0;Highly Urban/ Urban;22/03/2022 07:46;complet;dev_integral
559;F;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;yes;0;19.0;Highly Urban/ Urban;22/03/2022 00:59;complet;dev_integral
560;F;[40-60];non;non;[80K,100K];[200,400];Private;Minivan;yes;2;9.0;Highly Urban/ Urban;21/03/2022 21:34;complet;dev_express
